iter	Logloss
141	0.09590423884
142	0.09582807187
143	0.09567137246
144	0.09552365674
145	0.09532263029
146	0.09517342412
147	0.09504445893
148	0.09481693936
149	0.09473635443
150	0.09460991216
151	0.0944688281
152	0.09439448249
153	0.09423935891
154	0.09390087192
155	0.09357778466
156	0.09347412068
157	0.09323620878
158	0.0931611909
159	0.09309389993
160	0.09290447606
161	0.09272248866
162	0.09261102516
163	0.09244186929
164	0.09237116463
165	0.09215021518
166	0.09207184005
167	0.0919846719
168	0.09186501692
169	0.09173352142
170	0.09165723008
171	0.09165407235
172	0.09151146292
173	0.09146029146
174	0.09106551939
175	0.0908902552
176	0.09080139305
177	0.09054415457
178	0.09042094603
179	0.09025240464
180	0.09014306863
181	0.09003248043
182	0.08982487389
183	0.08970089124
184	0.08962519699
185	0.08926072353
186	0.08868811398
187	0.08855083014
188	0.08838613872
189	0.08826747967
190	0.08806327266
191	0.08798695042
192	0.08789198692
193	0.08781940293
194	0.08767424053
195	0.08761241057
196	0.08734355959
197	0.08723295822
198	0.08713790492
199	0.0870505049
200	0.08699079408
201	0.08666116092
202	0.08655459
203	0.0864420855
204	0.08636846756
205	0.08629416093
206	0.08625415896
207	0.08616528241
208	0.08609884466
209	0.08605317973
210	0.08590008208
211	0.08582243595
212	0.08571079785
213	0.08561069108
214	0.08553609323
215	0.08546754009
216	0.085269026
217	0.08522603206
218	0.0852022258
219	0.08515371913
220	0.08504124558
221	0.08488987732
222	0.08469287723
223	0.08461136357
224	0.08449627731
225	0.08446539188
226	0.08436854121
227	0.08429705274
228	0.08424560233
229	0.08413670976
230	0.08409125857
231	0.08399731444
232	0.08371937821
233	0.08363427737
234	0.08355606125
235	0.08350264961
236	0.08347157999
237	0.08336801078
238	0.08325387096
239	0.08316026603
240	0.08311679755
241	0.08303835712
242	0.08298210856
243	0.08287944747
244	0.08278234037
245	0.08272220273
246	0.08265784667
247	0.08262993537
248	0.08249166379
249	0.08239382426
250	0.08231049297
251	0.08226520202
252	0.08210477761
253	0.08201960909
254	0.08199939524
255	0.08198099983
256	0.08192318042
257	0.08180151467
258	0.08177216437
259	0.08170590419
260	0.08164255999
261	0.08157986202
262	0.08151952011
263	0.08149165354
264	0.08145176503
265	0.08133102902
266	0.08126506644
267	0.08120629417
268	0.08116132076
269	0.08109683768
270	0.08104783913
271	0.08096094731
272	0.08092463651
273	0.08084299175
274	0.08079109515
275	0.08073183707
276	0.08067792883
277	0.0806527076
278	0.08056186186
279	0.08051456468
280	0.08046151254
281	0.08039553422
282	0.08033013615
283	0.0802786075
284	0.08023698689
285	0.08015415192
286	0.08011941271
287	0.08002350997
288	0.07993710408
289	0.0797790699
290	0.07974304824
291	0.07967119421
292	0.0794897411
293	0.07946979524
294	0.07941521443
295	0.07936638099
296	0.07931631933
297	0.07922726652
298	0.07919916296
299	0.07912924541
300	0.07908543785
301	0.07899607444
302	0.07893391402
303	0.07885606547
304	0.07879869148
305	0.07872310174
306	0.07867969541
307	0.07857057387
308	0.0785684746
309	0.07855365102
310	0.07843076767
311	0.0783770042
312	0.0783439733
313	0.0782976101
314	0.07824703645
315	0.07818493789
316	0.07805677211
317	0.07802405236
318	0.07799349628
319	0.07796153055
320	0.07792320765
321	0.07791049738
322	0.07788701991
323	0.07788198279
324	0.07785140623
325	0.07778716679
326	0.07775100844
327	0.07769487965
328	0.07760218879
329	0.07758148769
330	0.07757047792
331	0.07744549565
332	0.07741532216
333	0.07738165058
334	0.07734505496
335	0.07731131522
336	0.07718463315
337	0.07712017616
338	0.07709806031
339	0.07705593136
340	0.07703868138
341	0.07701239061
342	0.0768576986
343	0.07684207611
344	0.0767909078
345	0.07657979988
346	0.07650318492
347	0.07644170898
348	0.07643501715
349	0.07637198293
350	0.07635138346
351	0.07631001735
352	0.07628885158
353	0.07626780058
354	0.07625310139
355	0.07621258058
356	0.07617383978
357	0.0761170039
358	0.07602501032
359	0.0759844381
360	0.07591176434
361	0.07588956273
362	0.07584747499
363	0.07582748924
364	0.07576715006
365	0.07572434909
366	0.07569928408
367	0.07568273121
368	0.07561733589
369	0.07558982716
370	0.07550012511
371	0.07545557225
372	0.07541304336
373	0.07539015149
374	0.07535577394
375	0.07531153636
376	0.07527745959
377	0.07522149078
378	0.07521292333
379	0.07518217224
380	0.0751374715
381	0.07512290831
382	0.07506102771
383	0.07500881028
384	0.07498828593
385	0.07493649046
386	0.07484291565
387	0.07482593511
388	0.07476105421
389	0.07475027796
390	0.07474276779
391	0.07473160023
392	0.07470945189
393	0.07465694606
394	0.07459121481
395	0.07455008984
396	0.07452477488
397	0.07449252628
398	0.07445654922
399	0.07439056887
400	0.07433729684
401	0.07431615125
402	0.07427997263
403	0.07424340221
404	0.07421812407
405	0.07418126139
406	0.07408441864
407	0.07405102309
408	0.07398291124
409	0.0738837434
410	0.07385279746
411	0.07379986632
412	0.07377417016
413	0.07373591376
414	0.07368265562
415	0.07367072882
416	0.07364287687
417	0.07362839824
418	0.07358385098
419	0.07348878293
420	0.07346337962
421	0.0733953623
422	0.07336267334
423	0.07333347389
424	0.07332211687
425	0.07319819785
426	0.07315157436
427	0.07312927516
428	0.07308710203
429	0.07306632232
430	0.07300479253
431	0.07297675241
432	0.07289800732
433	0.07284253595
434	0.07282005973
435	0.07277957278
436	0.07274706437
437	0.07272751677
438	0.07269543141
439	0.07265238097
440	0.07255462264
441	0.07251369372
442	0.07243974472
443	0.07239203083
444	0.07235115274
445	0.07231785783
446	0.07228709525
447	0.07226274144
448	0.0722182973
449	0.07218017415
450	0.07213740075
451	0.0720972555
452	0.07207052237
453	0.07204633389
454	0.07193011379
455	0.07186262567
456	0.07179840336
457	0.07175769406
458	0.07173738771
459	0.07168320398
460	0.07159729269
461	0.07155871898
462	0.07153806458
463	0.07150272887
464	0.071425412
465	0.07137907509
466	0.07135979965
467	0.07132394412
468	0.07128828754
469	0.07125923671
470	0.07123853644
471	0.07120553521
472	0.07120475432
473	0.07115860018
474	0.07112788022
475	0.07109845103
476	0.07106940585
477	0.071012343
478	0.07097569983
479	0.07092418309
480	0.07090352546
481	0.07086566626
482	0.07086037599
483	0.07078780113
484	0.07076289227
485	0.07073470241
486	0.07071447975
487	0.07067174503
488	0.07064991866
489	0.07062037132
490	0.07061132709
491	0.07057132028
492	0.0705441482
493	0.07051495008
494	0.07048136597
495	0.07044346742
496	0.07041710146
497	0.07038402524
498	0.0703641645
499	0.07028034201
500	0.07022888859
501	0.07020667685
502	0.07018448121
503	0.07017873049
504	0.07011563163
505	0.07009210933
506	0.07008848081
507	0.07006641425
508	0.07005292965
509	0.07001785409
510	0.0699898401
511	0.06998390135
512	0.06992514166
513	0.06989854146
514	0.06987070472
515	0.06984096515
516	0.06978416322
517	0.06973574007
518	0.06969769993
519	0.06967997931
520	0.06965025188
521	0.06961577449
522	0.0695946636
523	0.06956369166
524	0.06953605229
525	0.06953143846
526	0.06949522647
527	0.06947088335
528	0.06945537019
529	0.06943323596
530	0.06940232556
531	0.06932907245
532	0.06927554392
533	0.06924605056
534	0.06917583439
535	0.06913721712
536	0.06910063147
537	0.06906094422
538	0.06902716631
539	0.06898557924
540	0.06895085996
541	0.06890389715
542	0.06879326272
543	0.06877194527
544	0.06870991161
545	0.06868686626
546	0.06865535258
547	0.06865015033
548	0.0686183808
549	0.0685885969
550	0.06857104088
551	0.068544932
552	0.06851476138
553	0.06846533764
554	0.06843862085
555	0.06840399621
556	0.06838240108
557	0.06831456954
558	0.06828149438
559	0.06821908939
560	0.06816880017
561	0.06814056684
562	0.06810522958
563	0.06807382181
564	0.06803701625
565	0.06800244906
566	0.06794993404
567	0.06790765428
568	0.06788523162
569	0.06788153739
570	0.06784689634
571	0.06782324322
572	0.06777167519
573	0.0677543698
574	0.06771494749
575	0.06770647746
576	0.06768588234
577	0.06764485744
578	0.06761411596
579	0.06759788712
580	0.06752153694
581	0.06750284031
582	0.06746084587
583	0.06743006333
584	0.06741873823
585	0.0674061572
586	0.06737722137
587	0.06736455123
588	0.06733281981
589	0.06730098808
590	0.06728276693
591	0.06723710139
592	0.06720517565
593	0.06719911017
594	0.06715539044
595	0.06713096287
596	0.0670978693
597	0.06707407762
598	0.06703172262
599	0.0669967617
600	0.06697691572
601	0.0669308328
602	0.0669121801
603	0.06684811435
604	0.06683210651
605	0.06680586846
606	0.06679145691
607	0.06675384088
608	0.06663374917
609	0.06660592417
610	0.06659038395
611	0.06656874664
612	0.06655662879
613	0.06652787823
614	0.06651110014
615	0.06647992705
616	0.06644382291
617	0.06638486753
618	0.0663674964
619	0.06632888363
620	0.06630784942
621	0.06628101084
622	0.06624643355
623	0.06624361419
624	0.06620134472
625	0.06617809515
626	0.06615966997
627	0.06614978592
628	0.06611318554
629	0.06608502281
630	0.06603653238
631	0.06601474245
632	0.06598354336
633	0.06594871786
634	0.06591916178
635	0.06588794702
636	0.06586980011
637	0.06584471253
638	0.06573212415
639	0.06571384436
640	0.06568819996
641	0.06567106131
642	0.06560971468
643	0.06556825
644	0.06552777705
645	0.06550018332
646	0.06547930087
647	0.06544653876
648	0.06540547767
649	0.06535821941
650	0.0653487271
651	0.06531605007
652	0.0652872996
653	0.06527362955
654	0.06524644206
655	0.06523335985
656	0.06520895985
657	0.06517929322
658	0.06517144532
659	0.06517141558
660	0.06515599686
661	0.0651411132
662	0.06510962455
663	0.06509807508
664	0.06509126875
665	0.06508536411
666	0.06507709108
667	0.06504856193
668	0.06501558183
669	0.06497655925
670	0.06495072991
671	0.06493816712
672	0.06488292937
673	0.06487617887
674	0.06484969912
675	0.06482961291
676	0.06479138232
677	0.06477345126
678	0.06473058732
679	0.06471451813
680	0.06470584525
681	0.06469813592
682	0.06466466505
683	0.06464763847
684	0.06461170042
685	0.06459280003
686	0.06458362064
687	0.06455247629
688	0.06452791242
689	0.06448831664
690	0.06445507681
691	0.06443015908
692	0.06440975463
693	0.06438175409
694	0.06434939174
695	0.06434354077
696	0.0643208469
697	0.06430798218
698	0.06426069914
699	0.0642351881
700	0.06414794575
701	0.064102641
702	0.06406794085
703	0.06403440564
704	0.06400560019
705	0.06397573864
706	0.06395659594
707	0.06392170879
708	0.06392170145
709	0.06389991499
710	0.06387223493
711	0.0638661823
712	0.06386193672
713	0.06380358916
714	0.06377073749
715	0.0637324573
716	0.06371294655
717	0.06369067602
718	0.06367699763
719	0.06362706844
720	0.06357967148
721	0.06354989676
722	0.06353082561
723	0.06350240477
724	0.06346927034
725	0.0634381385
726	0.0634226461
727	0.06340488434
728	0.06337790893
729	0.0633612122
730	0.06332792142
731	0.06329706647
732	0.0632804451
733	0.06327301067
734	0.06325039233
735	0.06323844438
736	0.06322866555
737	0.06321001204
738	0.06319172294
739	0.06317032798
740	0.06312414551
741	0.06309821513
742	0.06307081878
743	0.06304198697
744	0.06301844771
745	0.06298321426
746	0.06296096809
747	0.06293743785
748	0.06293516343
749	0.06290658278
750	0.06290447377
751	0.06289171022
752	0.06287736344
753	0.06285163416
754	0.06283478026
755	0.06282666308
756	0.06281537735
757	0.06280100299
758	0.06276861297
759	0.06273352505
760	0.0627130199
761	0.06269749733
762	0.06266490334
763	0.06262522667
764	0.06259718454
765	0.06257128692
766	0.06252192069
767	0.06245564438
768	0.06241381266
769	0.06238159276
770	0.06236063703
771	0.06225088748
772	0.06222369306
773	0.06221089569
774	0.06219506293
775	0.06218552929
776	0.06216973755
777	0.06215859698
778	0.06214880068
779	0.06213975134
780	0.0621298085
781	0.0621200317
782	0.06209157344
783	0.06204613246
784	0.06202993632
785	0.06201653293
786	0.06198237238
787	0.06194325613
788	0.06193849333
789	0.06190552171
790	0.06188639426
791	0.0618439593
792	0.06181036524
793	0.06178724406
794	0.06176519431
795	0.06175117049
796	0.06172822364
797	0.06170651667
798	0.06169035831
799	0.06166021828
800	0.06164705231
801	0.06160414892
802	0.06157805208
803	0.06156051215
804	0.06154808266
805	0.06151971544
806	0.06150366915
807	0.06148095361
808	0.06145338504
809	0.06142747241
810	0.06138135355
811	0.0613638092
812	0.0613432696
813	0.06131034545
814	0.06126840992
815	0.0612525718
816	0.06122490662
817	0.06120345479
818	0.06118542466
819	0.06115913137
820	0.06113611722
821	0.06113423794
822	0.06109868786
823	0.06109343514
824	0.06104996603
825	0.06102699368
826	0.06100248066
827	0.06098281339
828	0.060967983
829	0.06094810078
830	0.06091731573
831	0.06090415284
832	0.06087566456
833	0.06086553595
834	0.06084547533
835	0.06083160445
836	0.06080299141
837	0.06077853701
838	0.06077560773
839	0.06074524842
840	0.06072317714
841	0.06069373179
842	0.06065593533
843	0.06059310964
844	0.06058820386
845	0.06056974871
846	0.06055218599
847	0.06054037705
848	0.06050199059
849	0.06047843005
850	0.06046063691
851	0.06043362057
852	0.06039106409
853	0.06035078576
854	0.06032786914
855	0.06031692061
856	0.06027091975
857	0.0602617421
858	0.06021527442
859	0.06019193723
860	0.06018709727
861	0.06015573123
862	0.06014162035
863	0.06013123885
864	0.06012213927
865	0.06011255241
866	0.06010312173
867	0.06009177051
868	0.06006182359
869	0.0600385678
870	0.06001830092
871	0.0599897736
872	0.05996975917
873	0.05994286571
874	0.05992637892
875	0.05989612905
876	0.05987017598
877	0.05985119521
878	0.05982544914
879	0.05981066236
880	0.05979579352
881	0.05978216279
882	0.05975270995
883	0.05973130729
884	0.0597289948
885	0.05972382053
886	0.05971329802
887	0.05968081976
888	0.05963667809
889	0.05959668835
890	0.05958092325
891	0.05956159318
892	0.05954058535
893	0.05950197165
894	0.05947703833
895	0.05944688737
896	0.05944476062
897	0.05943556532
898	0.05940182669
899	0.05938708523
900	0.05937312931
901	0.05933967286
902	0.05930209978
903	0.05928039274
904	0.05926128351
905	0.05924090502
906	0.05920771949
907	0.05917212341
908	0.05915465587
909	0.05914627622
910	0.05913477586
911	0.05909568776
912	0.05906734853
913	0.05904749119
914	0.05901721233
915	0.05899798056
916	0.05897324745
917	0.0589470958
918	0.05892254341
919	0.05891165666
920	0.05888606723
921	0.05886641971
922	0.05883317949
923	0.05880628561
924	0.05878332972
925	0.05874928694
926	0.05870991015
927	0.05869462624
928	0.05867230568
929	0.0586463077
930	0.0586322317
931	0.05860991912
932	0.05857372169
933	0.0585502503
934	0.05850881139
935	0.05848235255
936	0.05845493468
937	0.05843432219
938	0.0584063904
939	0.05838783134
940	0.05835664795
941	0.05834591122
942	0.05831156207
943	0.05829788758
944	0.05827598773
945	0.05825487385
946	0.05823719364
947	0.05820937594
948	0.05817990013
949	0.05814880749
950	0.05812978494
951	0.05810296789
952	0.05807851914
953	0.05806342411
954	0.0580371092
955	0.05800388133
956	0.05797256223
957	0.05797109111
958	0.05792944682
959	0.0579095805
960	0.05787900348
961	0.05786200638
962	0.0578293685
963	0.05779932176
964	0.05777807937
965	0.05775130362
966	0.05772010881
967	0.05769824272
968	0.05767979629
969	0.05765358628
970	0.05762675572
971	0.05760647215
972	0.05757607822
973	0.05755317362
974	0.05752665647
975	0.05751884068
976	0.05749496016
977	0.05745783012
978	0.05743252407
979	0.05740880828
980	0.05739646113
981	0.05736553119
982	0.05732267221
983	0.05732066801
984	0.05731144761
985	0.05730903654
986	0.05727969819
987	0.057260724
988	0.05725453188
989	0.0572338499
990	0.05719191143
991	0.05717138442
992	0.05715755987
993	0.05712229348
994	0.05710144032
995	0.05706135723
996	0.05705388167
997	0.05704005377
998	0.05701863352
999	0.05701439694
